"cogs","date","market","product_line","product","sales","state","total_expenses","type"
92,2012-05-01,"West","Beans","Decaf Irish Cream",221,"Washington",113,"Decaf"
20,2012-05-01,"West","Beans","Decaf Espresso",49,"Nevada",16,"Decaf"
149,2012-05-01,"West","Beans","Decaf Espresso",298,"Oregon",66,"Decaf"
44,2012-05-01,"West","Beans","Decaf Espresso",109,"Utah",23,"Decaf"
78,2012-05-01,"West","Beans","Decaf Espresso",170,"Washington",45,"Decaf"
20,2012-05-01,"Central","Beans","Amaretto",49,"Iowa",17,"Regular"
58,2012-05-01,"Central","Beans","Amaretto",130,"Wisconsin",55,"Regular"
31,2012-05-01,"Central","Beans","Colombian",68,"Iowa",30,"Regular"
77,2012-05-01,"Central","Beans","Colombian",173,"Missouri",63,"Regular"
92,2012-05-01,"Central","Beans","Colombian",221,"Wisconsin",112,"Regular"
20,2012-05-01,"Central","Beans","Caffe Mocha",49,"Iowa",17,"Regular"
44,2012-05-01,"Central","Beans","Caffe Mocha",109,"Missouri",24,"Regular"
78,2012-05-01,"Central","Beans","Caffe Mocha",170,"Wisconsin",45,"Regular"
51,2012-05-01,"East","Beans","Amaretto",125,"New Hampshire",39,"Regular"
110,2012-05-01,"East","Beans","Colombian",275,"Connecticut",67,"Regular"
52,2012-05-01,"East","Beans","Colombian",132,"New Hampshire",49,"Regular"
64,2012-05-01,"East","Beans","Caffe Mocha",154,"Connecticut",87,"Regular"
40,2012-05-01,"South","Beans","Colombian",99,"Louisiana",23,"Regular"
52,2012-05-01,"South","Beans","Colombian",132,"New Mexico",49,"Regular"
43,2012-05-01,"South","Beans","Colombian",99,"Oklahoma",26,"Regular"
64,2012-05-01,"South","Beans","Caffe Latte",154,"Louisiana",87,"Regular"
114,2012-05-01,"South","Beans","Caffe Latte",273,"Oklahoma",58,"Regular"
48,2012-05-01,"South","Beans","Caffe Mocha",130,"Louisiana",38,"Regular"
20,2012-05-01,"South","Beans","Caffe Mocha",49,"Oklahoma",16,"Regular"
68,2012-05-01,"West","Beans","Amaretto",148,"Utah",42,"Regular"
48,2012-05-01,"West","Beans","Colombian",116,"Oregon",60,"Regular"
48,2012-05-01,"West","Beans","Colombian",113,"Utah",43,"Regular"
71,2012-05-01,"West","Beans","Colombian",175,"Washington",46,"Regular"
0,2012-05-01,"West","Beans","Caffe Latte",43,"Nevada",12,"Regular"
53,2012-05-01,"West","Beans","Caffe Latte",118,"Oregon",54,"Regular"
39,2012-05-01,"West","Beans","Caffe Latte",97,"Utah",22,"Regular"
48,2012-05-01,"West","Beans","Caffe Latte",110,"Washington",28,"Regular"
20,2012-05-01,"West","Beans","Caffe Mocha",49,"Nevada",16,"Regular"
52,2012-05-01,"West","Beans","Caffe Mocha",123,"Oregon",44,"Regular"
48,2012-05-01,"West","Beans","Caffe Mocha",111,"Utah",27,"Regular"
58,2012-05-01,"West","Beans","Caffe Mocha",130,"Washington",56,"Regular"
263,2012-05-01,"Central","Leaves","Chamomile",612,"Iowa",118,"Decaf"
48,2012-05-01,"Central","Leaves","Chamomile",130,"Wisconsin",37,"Decaf"
127,2012-05-01,"Central","Leaves","Lemon",312,"Iowa",63,"Decaf"
53,2012-05-01,"Central","Leaves","Lemon",130,"Wisconsin",26,"Decaf"
77,2012-05-01,"East","Leaves","Lemon",173,"Connecticut",63,"Decaf"
68,2012-05-01,"East","Leaves","Mint",148,"Connecticut",42,"Decaf"
48,2012-05-01,"South","Leaves","Chamomile",111,"Louisiana",28,"Decaf"
20,2012-05-01,"South","Leaves","Chamomile",49,"New Mexico",17,"Decaf"
58,2012-05-01,"South","Leaves","Chamomile",130,"Oklahoma",55,"Decaf"
77,2012-05-01,"South","Leaves","Lemon",173,"Louisiana",63,"Decaf"
31,2012-05-01,"South","Leaves","Lemon",68,"New Mexico",30,"Decaf"
92,2012-05-01,"South","Leaves","Lemon",221,"Oklahoma",112,"Decaf"
121,2012-05-01,"West","Leaves","Chamomile",289,"Nevada",143,"Decaf"
30,2012-05-01,"West","Leaves","Chamomile",75,"Oregon",19,"Decaf"
51,2012-05-01,"West","Leaves","Chamomile",125,"Utah",40,"Decaf"
110,2012-05-01,"West","Leaves","Chamomile",275,"Washington",67,"Decaf"
195,2012-05-01,"West","Leaves","Lemon",465,"Nevada",110,"Decaf"
43,2012-05-01,"West","Leaves","Lemon",99,"Oregon",26,"Decaf"
52,2012-05-01,"West","Leaves","Lemon",132,"Utah",48,"Decaf"
40,2012-05-01,"West","Leaves","Lemon",99,"Washington",23,"Decaf"
127,2012-05-01,"West","Leaves","Mint",312,"Nevada",64,"Decaf"
260,2012-05-01,"Central","Leaves","Darjeeling",521,"Iowa",96,"Regular"
39,2012-05-01,"Central","Leaves","Darjeeling",92,"Missouri",39,"Regular"
45,2012-05-01,"Central","Leaves","Darjeeling",110,"Wisconsin",38,"Regular"
265,2012-05-01,"Central","Leaves","Earl Grey",589,"Iowa",134,"Regular"
64,2012-05-01,"Central","Leaves","Earl Grey",154,"Wisconsin",88,"Regular"
44,2012-05-01,"East","Leaves","Darjeeling",109,"Connecticut",23,"Regular"
20,2012-05-01,"East","Leaves","Darjeeling",49,"New Hampshire",17,"Regular"
23,2012-05-01,"East","Leaves","Green Tea",57,"Connecticut",17,"Regular"
0,2012-05-01,"East","Leaves","Green Tea",43,"New Hampshire",11,"Regular"
263,2012-05-01,"West","Leaves","Darjeeling",612,"Nevada",118,"Regular"
20,2012-05-01,"West","Leaves","Darjeeling",49,"Oregon",17,"Regular"
48,2012-05-01,"West","Leaves","Darjeeling",130,"Washington",38,"Regular"
260,2012-05-01,"West","Leaves","Earl Grey",521,"Nevada",97,"Regular"
94,2012-05-01,"West","Leaves","Earl Grey",235,"Oregon",62,"Regular"
39,2012-05-01,"West","Leaves","Earl Grey",92,"Utah",39,"Regular"
45,2012-05-01,"West","Leaves","Earl Grey",110,"Washington",38,"Regular"
114,2012-05-01,"West","Leaves","Green Tea",273,"Oregon",58,"Regular"
64,2012-05-01,"West","Leaves","Green Tea",154,"Washington",88,"Regular"
123,2012-06-01,"Central","Beans","Decaf Irish Cream",301,"Colorado",46,"Decaf"
141,2012-06-01,"Central","Beans","Decaf Irish Cream",345,"Illinois",69,"Decaf"
54,2012-06-01,"Central","Beans","Decaf Espresso",135,"Colorado",48,"Decaf"
260,2012-06-01,"Central","Beans","Decaf Espresso",521,"Illinois",97,"Decaf"
51,2012-06-01,"Central","Beans","Decaf Espresso",115,"Ohio",52,"Decaf"
118,2012-06-01,"East","Beans","Decaf Irish Cream",282,"Florida",59,"Decaf"
91,2012-06-01,"East","Beans","Decaf Espresso",212,"Florida",58,"Decaf"
83,2012-06-01,"South","Beans","Decaf Irish Cream",190,"Texas",39,"Decaf"
94,2012-06-01,"South","Beans","Decaf Espresso",230,"Texas",37,"Decaf"
272,2012-06-01,"West","Beans","Decaf Espresso",634,"California",122,"Decaf"
113,2012-06-01,"Central","Beans","Amaretto",276,"Colorado",42,"Regular"
50,2012-06-01,"Central","Beans","Amaretto",118,"Ohio",44,"Regular"
83,2012-06-01,"Central","Beans","Colombian",190,"Colorado",39,"Regular"
200,2012-06-01,"Central","Beans","Colombian",478,"Illinois",111,"Regular"
38,2012-06-01,"Central","Beans","Colombian",93,"Ohio",36,"Regular"
94,2012-06-01,"Central","Beans","Caffe Mocha",230,"Colorado",37,"Regular"
272,2012-06-01,"Central","Beans","Caffe Mocha",634,"Illinois",121,"Regular"
149,2012-06-01,"Central","Beans","Caffe Mocha",298,"Ohio",66,"Regular"
111,2012-06-01,"East","Beans","Colombian",278,"Florida",68,"Regular"
54,2012-06-01,"East","Beans","Colombian",649,"Massachusetts",48,"Regular"
356,2012-06-01,"East","Beans","Colombian",890,"New York",177,"Regular"
110,2012-06-01,"East","Beans","Caffe Mocha",264,"Florida",129,"Regular"
149,2012-06-01,"East","Beans","Regular Espresso",298,"Massachusetts",66,"Regular"
260,2012-06-01,"East","Beans","Regular Espresso",675,"New York",97,"Regular"
244,2012-06-01,"South","Beans","Colombian",532,"Texas",96,"Regular"
54,2012-06-01,"South","Beans","Caffe Latte",135,"Texas",48,"Regular"
113,2012-06-01,"South","Beans","Caffe Mocha",276,"Texas",43,"Regular"
356,2012-06-01,"West","Beans","Colombian",890,"California",177,"Regular"
260,2012-06-01,"West","Beans","Caffe Latte",521,"California",96,"Regular"
144,2012-06-01,"West","Beans","Caffe Mocha",345,"California",165,"Regular"
149,2012-06-01,"Central","Leaves","Chamomile",298,"Colorado",66,"Decaf"
113,2012-06-01,"Central","Leaves","Chamomile",276,"Illinois",42,"Decaf"
18,2012-06-01,"Central","Leaves","Chamomile",44,"Ohio",17,"Decaf"
83,2012-06-01,"Central","Leaves","Lemon",190,"Illinois",40,"Decaf"
24,2012-06-01,"Central","Leaves","Lemon",60,"Ohio",18,"Decaf"
50,2012-06-01,"Central","Leaves","Mint",118,"Colorado",44,"Decaf"
123,2012-06-01,"Central","Leaves","Mint",301,"Illinois",45,"Decaf"
48,2012-06-01,"East","Leaves","Chamomile",110,"Florida",27,"Decaf"
59,2012-06-01,"East","Leaves","Lemon",133,"Florida",55,"Decaf"
51,2012-06-01,"East","Leaves","Lemon",115,"Massachusetts",52,"Decaf"
271,2012-06-01,"East","Leaves","Lemon",669,"New York",135,"Decaf"
81,2012-06-01,"East","Leaves","Mint",177,"Florida",47,"Decaf"
50,2012-06-01,"South","Leaves","Chamomile",118,"Texas",44,"Decaf"
38,2012-06-01,"South","Leaves","Lemon",93,"Texas",35,"Decaf"
123,2012-06-01,"West","Leaves","Chamomile",301,"California",45,"Decaf"
244,2012-06-01,"West","Leaves","Lemon",532,"California",96,"Decaf"
83,2012-06-01,"West","Leaves","Mint",190,"California",40,"Decaf"
51,2012-06-01,"Central","Leaves","Darjeeling",115,"Colorado",53,"Regular"
94,2012-06-01,"Central","Leaves","Darjeeling",230,"Illinois",37,"Regular"
111,2012-06-01,"Central","Leaves","Darjeeling",278,"Ohio",68,"Regular"
53,2012-06-01,"Central","Leaves","Earl Grey",117,"Colorado",37,"Regular"
54,2012-06-01,"Central","Leaves","Earl Grey",135,"Illinois",48,"Regular"
118,2012-06-01,"Central","Leaves","Earl Grey",282,"Ohio",59,"Regular"
43,2012-06-01,"Central","Leaves","Green Tea",99,"Colorado",27,"Regular"
43,2012-06-01,"East","Leaves","Darjeeling",105,"Florida",24,"Regular"
24,2012-06-01,"East","Leaves","Darjeeling",60,"Massachusetts",17,"Regular"
123,2012-06-01,"East","Leaves","Darjeeling",301,"New York",45,"Regular"
113,2012-06-01,"East","Leaves","Earl Grey",276,"New York",42,"Regular"
59,2012-06-01,"East","Leaves","Green Tea",144,"Florida",27,"Regular"
18,2012-06-01,"East","Leaves","Green Tea",44,"Massachusetts",16,"Regular"
94,2012-06-01,"East","Leaves","Green Tea",230,"New York",37,"Regular"
113,2012-06-01,"West","Leaves","Darjeeling",276,"California",43,"Regular"
94,2012-06-01,"West","Leaves","Earl Grey",230,"California",38,"Regular"
54,2012-06-01,"West","Leaves","Green Tea",135,"California",49,"Regular"
22,2012-06-01,"Central","Beans","Decaf Irish Cream",52,"Iowa",19,"Decaf"
65,2012-06-01,"Central","Beans","Decaf Irish Cream",142,"Missouri",42,"Decaf"
91,2012-06-01,"Central","Beans","Decaf Irish Cream",212,"Wisconsin",58,"Decaf"
0,2012-06-01,"Central","Beans","Decaf Espresso",43,"Iowa",12,"Decaf"
36,2012-06-01,"Central","Beans","Decaf Espresso",89,"Missouri",22,"Decaf"
48,2012-06-01,"Central","Beans","Decaf Espresso",110,"Wisconsin",28,"Decaf"
46,2012-06-01,"East","Beans","Decaf Espresso",108,"Connecticut",43,"Decaf"
59,2012-06-01,"South","Beans","Decaf Irish Cream",144,"Louisiana",27,"Decaf"
24,2012-06-01,"South","Beans","Decaf Irish Cream",60,"Oklahoma",17,"Decaf"
40,2012-06-01,"South","Beans","Decaf Espresso",99,"Louisiana",36,"Decaf"
41,2012-06-01,"South","Beans","Decaf Espresso",96,"New Mexico",41,"Decaf"
111,2012-06-01,"South","Beans","Decaf Espresso",278,"Oklahoma",68,"Decaf"
32,2012-06-01,"West","Beans","Decaf Irish Cream",70,"Nevada",30,"Decaf"
38,2012-06-01,"West","Beans","Decaf Irish Cream",93,"Oregon",35,"Decaf"
76,2012-06-01,"West","Beans","Decaf Irish Cream",169,"Utah",61,"Decaf"
110,2012-06-01,"West","Beans","Decaf Irish Cream",264,"Washington",130,"Decaf"
21,2012-06-01,"West","Beans","Decaf Espresso",53,"Nevada",17,"Decaf"
149,2012-06-01,"West","Beans","Decaf Espresso",298,"Oregon",66,"Decaf"
37,2012-06-01,"West","Beans","Decaf Espresso",92,"Utah",21,"Decaf"
81,2012-06-01,"West","Beans","Decaf Espresso",177,"Washington",47,"Decaf"
23,2012-06-01,"Central","Beans","Amaretto",58,"Iowa",17,"Regular"
59,2012-06-01,"Central","Beans","Amaretto",133,"Wisconsin",55,"Regular"
32,2012-06-01,"Central","Beans","Colombian",70,"Iowa",30,"Regular"
76,2012-06-01,"Central","Beans","Colombian",169,"Missouri",62,"Regular"
110,2012-06-01,"Central","Beans","Colombian",264,"Wisconsin",130,"Regular"
21,2012-06-01,"Central","Beans","Caffe Mocha",53,"Iowa",17,"Regular"
37,2012-06-01,"Central","Beans","Caffe Mocha",92,"Missouri",22,"Regular"
81,2012-06-01,"Central","Beans","Caffe Mocha",177,"Wisconsin",46,"Regular"
56,2012-06-01,"East","Beans","Amaretto",138,"New Hampshire",41,"Regular"
92,2012-06-01,"East","Beans","Colombian",232,"Connecticut",61,"Regular"
62,2012-06-01,"East","Beans","Colombian",156,"New Hampshire",52,"Regular"
43,2012-06-01,"South","Beans","Colombian",107,"Louisiana",24,"Regular"
62,2012-06-01,"South","Beans","Colombian",156,"New Mexico",51,"Regular"
43,2012-06-01,"South","Beans","Colombian",99,"Oklahoma",27,"Regular"
118,2012-06-01,"South","Beans","Caffe Latte",282,"Oklahoma",59,"Regular"
47,2012-06-01,"South","Beans","Caffe Mocha",125,"Louisiana",37,"Regular"
18,2012-06-01,"South","Beans","Caffe Mocha",44,"Oklahoma",16,"Regular"
65,2012-06-01,"West","Beans","Amaretto",142,"Utah",41,"Regular"
47,2012-06-01,"West","Beans","Colombian",112,"Oregon",61,"Regular"
46,2012-06-01,"West","Beans","Colombian",108,"Utah",43,"Regular"
79,2012-06-01,"West","Beans","Colombian",193,"Washington",48,"Regular"
0,2012-06-01,"West","Beans","Caffe Latte",43,"Nevada",12,"Regular"
51,2012-06-01,"West","Beans","Caffe Latte",115,"Oregon",53,"Regular"
36,2012-06-01,"West","Beans","Caffe Latte",89,"Utah",22,"Regular"
48,2012-06-01,"West","Beans","Caffe Latte",110,"Washington",28,"Regular"
23,2012-06-01,"West","Beans","Caffe Mocha",58,"Nevada",17,"Regular"
50,2012-06-01,"West","Beans","Caffe Mocha",118,"Oregon",44,"Regular"
48,2012-06-01,"West","Beans","Caffe Mocha",111,"Utah",28,"Regular"
59,2012-06-01,"West","Beans","Caffe Mocha",133,"Washington",56,"Regular"
272,2012-06-01,"Central","Leaves","Chamomile",634,"Iowa",121,"Decaf"
47,2012-06-01,"Central","Leaves","Chamomile",125,"Wisconsin",38,"Decaf"
141,2012-06-01,"Central","Leaves","Lemon",345,"Iowa",68,"Decaf"
59,2012-06-01,"Central","Leaves","Lemon",144,"Wisconsin",27,"Decaf"
76,2012-06-01,"East","Leaves","Lemon",169,"Connecticut",61,"Decaf"
65,2012-06-01,"East","Leaves","Mint",142,"Connecticut",41,"Decaf"
48,2012-06-01,"South","Leaves","Chamomile",111,"Louisiana",27,"Decaf"
23,2012-06-01,"South","Leaves","Chamomile",58,"New Mexico",17,"Decaf"
59,2012-06-01,"South","Leaves","Chamomile",133,"Oklahoma",55,"Decaf"
76,2012-06-01,"South","Leaves","Lemon",169,"Louisiana",61,"Decaf"
32,2012-06-01,"South","Leaves","Lemon",70,"New Mexico",30,"Decaf"
110,2012-06-01,"South","Leaves","Lemon",264,"Oklahoma",129,"Decaf"
144,2012-06-01,"West","Leaves","Chamomile",345,"Nevada",164,"Decaf"
28,2012-06-01,"West","Leaves","Chamomile",69,"Oregon",19,"Decaf"
56,2012-06-01,"West","Leaves","Chamomile",138,"Utah",40,"Decaf"
92,2012-06-01,"West","Leaves","Chamomile",232,"Washington",61,"Decaf"
200,2012-06-01,"West","Leaves","Lemon",478,"Nevada",112,"Decaf"
43,2012-06-01,"West","Leaves","Lemon",99,"Oregon",26,"Decaf"
62,2012-06-01,"West","Leaves","Lemon",156,"Utah",52,"Decaf"
43,2012-06-01,"West","Leaves","Lemon",107,"Washington",24,"Decaf"
141,2012-06-01,"West","Leaves","Mint",345,"Nevada",68,"Decaf"
260,2012-06-01,"Central","Leaves","Darjeeling",521,"Iowa",97,"Regular"
41,2012-06-01,"Central","Leaves","Darjeeling",96,"Missouri",41,"Regular"
40,2012-06-01,"Central","Leaves","Darjeeling",99,"Wisconsin",35,"Regular"
271,2012-06-01,"Central","Leaves","Earl Grey",603,"Iowa",135,"Regular"
37,2012-06-01,"East","Leaves","Darjeeling",92,"Connecticut",22,"Regular"
23,2012-06-01,"East","Leaves","Darjeeling",58,"New Hampshire",18,"Regular"
20,2012-06-01,"East","Leaves","Green Tea",51,"Connecticut",16,"Regular"
0,2012-06-01,"East","Leaves","Green Tea",43,"New Hampshire",11,"Regular"
272,2012-06-01,"West","Leaves","Darjeeling",634,"Nevada",121,"Regular"
18,2012-06-01,"West","Leaves","Darjeeling",44,"Oregon",17,"Regular"
47,2012-06-01,"West","Leaves","Darjeeling",125,"Washington",37,"Regular"
260,2012-06-01,"West","Leaves","Earl Grey",521,"Nevada",96,"Regular"
111,2012-06-01,"West","Leaves","Earl Grey",278,"Oregon",67,"Regular"
41,2012-06-01,"West","Leaves","Earl Grey",96,"Utah",41,"Regular"
40,2012-06-01,"West","Leaves","Earl Grey",99,"Washington",35,"Regular"
118,2012-06-01,"West","Leaves","Green Tea",282,"Oregon",59,"Regular"
127,2012-07-01,"Central","Beans","Decaf Irish Cream",312,"Colorado",46,"Decaf"
154,2012-07-01,"Central","Beans","Decaf Irish Cream",376,"Illinois",72,"Decaf"
52,2012-07-01,"Central","Beans","Decaf Espresso",131,"Colorado",48,"Decaf"
266,2012-07-01,"Central","Beans","Decaf Espresso",532,"Illinois",98,"Decaf"
51,2012-07-01,"Central","Beans","Decaf Espresso",115,"Ohio",53,"Decaf"
141,2012-07-01,"East","Beans","Decaf Irish Cream",336,"Florida",66,"Decaf"
97,2012-07-01,"East","Beans","Decaf Espresso",227,"Florida",59,"Decaf"
87,2012-07-01,"South","Beans","Decaf Irish Cream",199,"Texas",41,"Decaf"
94,2012-07-01,"South","Beans","Decaf Espresso",230,"Texas",38,"Decaf"
291,2012-07-01,"West","Beans","Decaf Espresso",678,"California",128,"Decaf"
104,2012-07-01,"Central","Beans","Amaretto",256,"Colorado",41,"Regular"
47,2012-07-01,"Central","Beans","Amaretto",110,"Ohio",43,"Regular"
87,2012-07-01,"Central","Beans","Colombian",199,"Colorado",41,"Regular"
238,2012-07-01,"Central","Beans","Colombian",567,"Illinois",121,"Regular"
34,2012-07-01,"Central","Beans","Colombian",85,"Ohio",33,"Regular"
94,2012-07-01,"Central","Beans","Caffe Mocha",230,"Colorado",38,"Regular"
291,2012-07-01,"Central","Beans","Caffe Mocha",678,"Illinois",128,"Regular"
145,2012-07-01,"Central","Beans","Caffe Mocha",291,"Ohio",65,"Regular"
114,2012-07-01,"East","Beans","Colombian",286,"Florida",68,"Regular"
52,2012-07-01,"East","Beans","Colombian",665,"Massachusetts",49,"Regular"
364,2012-07-01,"East","Beans","Colombian",912,"New York",178,"Regular"
124,2012-07-01,"East","Beans","Caffe Mocha",297,"Florida",141,"Regular"
39,2012-07-01,"East","Beans","Caffe Mocha",111,"Massachusetts",65,"Regular"
145,2012-07-01,"East","Beans","Regular Espresso",291,"Massachusetts",65,"Regular"
266,2012-07-01,"East","Beans","Regular Espresso",546,"New York",98,"Regular"
260,2012-07-01,"South","Beans","Colombian",567,"Texas",101,"Regular"
52,2012-07-01,"South","Beans","Caffe Latte",131,"Texas",49,"Regular"
104,2012-07-01,"South","Beans","Caffe Mocha",256,"Texas",40,"Regular"
364,2012-07-01,"West","Beans","Colombian",912,"California",178,"Regular"
266,2012-07-01,"West","Beans","Caffe Latte",532,"California",99,"Regular"
162,2012-07-01,"West","Beans","Caffe Mocha",387,"California",180,"Regular"
145,2012-07-01,"Central","Leaves","Chamomile",291,"Colorado",65,"Decaf"
104,2012-07-01,"Central","Leaves","Chamomile",256,"Illinois",41,"Decaf"
18,2012-07-01,"Central","Leaves","Chamomile",44,"Ohio",17,"Decaf"
87,2012-07-01,"Central","Leaves","Lemon",199,"Illinois",40,"Decaf"
23,2012-07-01,"Central","Leaves","Lemon",57,"Ohio",18,"Decaf"
47,2012-07-01,"Central","Leaves","Mint",110,"Colorado",42,"Decaf"
127,2012-07-01,"Central","Leaves","Mint",312,"Illinois",46,"Decaf"
50,2012-07-01,"East","Leaves","Chamomile",115,"Florida",29,"Decaf"
59,2012-07-01,"East","Leaves","Lemon",133,"Florida",55,"Decaf"
51,2012-07-01,"East","Leaves","Lemon",115,"Massachusetts",53,"Decaf"
270,2012-07-01,"East","Leaves","Lemon",793,"New York",135,"Decaf"
86,2012-07-01,"East","Leaves","Mint",189,"Florida",48,"Decaf"
47,2012-07-01,"South","Leaves","Chamomile",110,"Texas",43,"Decaf"
34,2012-07-01,"South","Leaves","Lemon",85,"Texas",32,"Decaf"
127,2012-07-01,"West","Leaves","Chamomile",312,"California",46,"Decaf"
260,2012-07-01,"West","Leaves","Lemon",567,"California",102,"Decaf"
87,2012-07-01,"West","Leaves","Mint",199,"California",40,"Decaf"
51,2012-07-01,"Central","Leaves","Darjeeling",115,"Colorado",52,"Regular"
94,2012-07-01,"Central","Leaves","Darjeeling",230,"Illinois",37,"Regular"
114,2012-07-01,"Central","Leaves","Darjeeling",286,"Ohio",68,"Regular"
50,2012-07-01,"Central","Leaves","Earl Grey",109,"Colorado",36,"Regular"
52,2012-07-01,"Central","Leaves","Earl Grey",131,"Illinois",48,"Regular"
141,2012-07-01,"Central","Leaves","Earl Grey",336,"Ohio",67,"Regular"
41,2012-07-01,"Central","Leaves","Green Tea",94,"Colorado",26,"Regular"
45,2012-07-01,"East","Leaves","Darjeeling",110,"Florida",24,"Regular"
23,2012-07-01,"East","Leaves","Darjeeling",57,"Massachusetts",18,"Regular"
127,2012-07-01,"East","Leaves","Darjeeling",312,"New York",47,"Regular"
104,2012-07-01,"East","Leaves","Earl Grey",256,"New York",41,"Regular"
59,2012-07-01,"East","Leaves","Green Tea",144,"Florida",27,"Regular"
18,2012-07-01,"East","Leaves","Green Tea",44,"Massachusetts",17,"Regular"
94,2012-07-01,"East","Leaves","Green Tea",230,"New York",38,"Regular"
104,2012-07-01,"West","Leaves","Darjeeling",256,"California",40,"Regular"
94,2012-07-01,"West","Leaves","Earl Grey",230,"California",38,"Regular"
52,2012-07-01,"West","Leaves","Green Tea",131,"California",49,"Regular"
23,2012-07-01,"Central","Beans","Decaf Irish Cream",54,"Iowa",19,"Decaf"
60,2012-07-01,"Central","Beans","Decaf Irish Cream",132,"Missouri",40,"Decaf"
97,2012-07-01,"Central","Beans","Decaf Irish Cream",227,"Wisconsin",59,"Decaf"
0,2012-07-01,"Central","Beans","Decaf Espresso",43,"Iowa",12,"Decaf"
39,2012-07-01,"Central","Beans","Decaf Espresso",96,"Missouri",22,"Decaf"
50,2012-07-01,"Central","Beans","Decaf Espresso",115,"Wisconsin",29,"Decaf"
43,2012-07-01,"East","Beans","Decaf Espresso",100,"Connecticut",41,"Decaf"
59,2012-07-01,"South","Beans","Decaf Irish Cream",144,"Louisiana",27,"Decaf"
23,2012-07-01,"South","Beans","Decaf Irish Cream",57,"Oklahoma",18,"Decaf"
36,2012-07-01,"South","Beans","Decaf Espresso",90,"Louisiana",33,"Decaf"
44,2012-07-01,"South","Beans","Decaf Espresso",103,"New Mexico",41,"Decaf"
114,2012-07-01,"South","Beans","Decaf Espresso",286,"Oklahoma",69,"Decaf"
34,2012-07-01,"West","Beans","Decaf Irish Cream",75,"Nevada",32,"Decaf"
34,2012-07-01,"West","Beans","Decaf Irish Cream",85,"Oregon",33,"Decaf"
76,2012-07-01,"West","Beans","Decaf Irish Cream",169,"Utah",62,"Decaf"
124,2012-07-01,"West","Beans","Decaf Irish Cream",297,"Washington",142,"Decaf"
20,2012-07-01,"West","Beans","Decaf Espresso",49,"Nevada",17,"Decaf"
145,2012-07-01,"West","Beans","Decaf Espresso",291,"Oregon",65,"Decaf"
35,2012-07-01,"West","Beans","Decaf Espresso",87,"Utah",21,"Decaf"
86,2012-07-01,"West","Beans","Decaf Espresso",189,"Washington",47,"Decaf"
25,2012-07-01,"Central","Beans","Amaretto",61,"Iowa",19,"Regular"
59,2012-07-01,"Central","Beans","Amaretto",133,"Wisconsin",56,"Regular"
34,2012-07-01,"Central","Beans","Colombian",75,"Iowa",32,"Regular"
76,2012-07-01,"Central","Beans","Colombian",169,"Missouri",62,"Regular"
124,2012-07-01,"Central","Beans","Colombian",297,"Wisconsin",141,"Regular"
20,2012-07-01,"Central","Beans","Caffe Mocha",49,"Iowa",16,"Regular"
35,2012-07-01,"Central","Beans","Caffe Mocha",87,"Missouri",20,"Regular"
86,2012-07-01,"Central","Beans","Caffe Mocha",189,"Wisconsin",47,"Regular"
61,2012-07-01,"East","Beans","Amaretto",151,"New Hampshire",41,"Regular"
90,2012-07-01,"East","Beans","Colombian",225,"Connecticut",60,"Regular"
64,2012-07-01,"East","Beans","Colombian",160,"New Hampshire",53,"Regular"
40,2012-07-01,"South","Beans","Colombian",99,"Louisiana",23,"Regular"
64,2012-07-01,"South","Beans","Colombian",160,"New Mexico",52,"Regular"
41,2012-07-01,"South","Beans","Colombian",94,"Oklahoma",25,"Regular"
40,2012-07-01,"South","Beans","Caffe Latte",89,"New Mexico",48,"Regular"
141,2012-07-01,"South","Beans","Caffe Latte",336,"Oklahoma",67,"Regular"
39,2012-07-01,"South","Beans","Caffe Mocha",104,"Louisiana",35,"Regular"
18,2012-07-01,"South","Beans","Caffe Mocha",44,"Oklahoma",17,"Regular"
60,2012-07-01,"West","Beans","Amaretto",132,"Utah",40,"Regular"
43,2012-07-01,"West","Beans","Colombian",100,"Utah",41,"Regular"
86,2012-07-01,"West","Beans","Colombian",211,"Washington",50,"Regular"
0,2012-07-01,"West","Beans","Caffe Latte",43,"Nevada",11,"Regular"
51,2012-07-01,"West","Beans","Caffe Latte",115,"Oregon",52,"Regular"
39,2012-07-01,"West","Beans","Caffe Latte",96,"Utah",21,"Regular"
50,2012-07-01,"West","Beans","Caffe Latte",115,"Washington",29,"Regular"
25,2012-07-01,"West","Beans","Caffe Mocha",61,"Nevada",19,"Regular"
47,2012-07-01,"West","Beans","Caffe Mocha",110,"Oregon",43,"Regular"
46,2012-07-01,"West","Beans","Caffe Mocha",106,"Utah",28,"Regular"
59,2012-07-01,"West","Beans","Caffe Mocha",133,"Washington",56,"Regular"
291,2012-07-01,"Central","Leaves","Chamomile",678,"Iowa",129,"Decaf"
39,2012-07-01,"Central","Leaves","Chamomile",104,"Wisconsin",36,"Decaf"
154,2012-07-01,"Central","Leaves","Lemon",376,"Iowa",72,"Decaf"
59,2012-07-01,"Central","Leaves","Lemon",144,"Wisconsin",27,"Decaf"
76,2012-07-01,"East","Leaves","Lemon",169,"Connecticut",61,"Decaf"
60,2012-07-01,"East","Leaves","Mint",132,"Connecticut",39,"Decaf"
46,2012-07-01,"South","Leaves","Chamomile",106,"Louisiana",28,"Decaf"
25,2012-07-01,"South","Leaves","Chamomile",61,"New Mexico",19,"Decaf"
